"idauniq","W4_Drink","W5_Drink","W6_Drink","W7_Drink","W8_Drink","Sex"
160377,3,3,4,4,3,1
160381,2,2,1,2,1,1
160385,3,3,1,3,3,1
160388,3,3,3,3,3,2
160389,3,3,3,2,2,2
160390,3,3,3,2,3,1
160393,1,-99,-99,1,-99,2
160394,3,2,2,2,2,1
160397,2,2,2,2,2,2
160398,-99,-99,-99,-99,-99,2
160402,1,1,1,1,-99,2
160403,-99,2,2,2,2,2
160406,2,2,2,2,2,2
160407,1,1,1,1,-99,2
160411,3,2,3,3,2,1
160415,3,3,3,3,3,1
160416,3,2,1,1,2,1
160418,2,2,-99,2,2,1
160419,2,3,3,2,2,2
160420,2,2,2,3,2,1
160421,3,2,-99,2,2,1
160423,3,3,2,-99,1,2
160425,3,3,3,3,3,1
160426,-99,2,2,-99,2,2
160427,3,3,3,3,3,2
160429,1,2,1,1,1,2
160431,1,-99,1,-99,1,1
160433,-99,2,3,3,2,1
160436,-99,2,1,2,1,1
160437,3,2,3,2,2,1
160441,3,-99,3,3,3,1
160443,1,1,1,1,1,2
160444,3,3,3,1,3,1
160445,1,1,2,2,2,2
160447,-99,-99,-99,-99,-99,2
160451,2,-99,2,2,2,2
160455,3,3,3,3,3,1
160461,4,4,4,4,4,2
160467,-99,-99,-99,-99,-99,1
160468,1,2,2,1,1,2
160471,2,2,2,-99,2,2
160475,2,3,2,2,3,1
160478,2,-99,2,2,2,1
160480,2,2,2,2,2,2
160481,2,2,3,1,2,1
160484,2,2,1,2,2,2
160487,2,2,1,1,2,2
160489,2,2,2,2,-99,2
160496,-99,-99,-99,-99,-99,2
160498,3,2,2,3,3,2
160500,-99,-99,2,3,4,1
160505,2,1,2,-99,2,2
160508,-99,2,1,-99,2,2
160509,2,2,1,1,2,1
160511,-99,-99,1,1,1,2
160512,2,2,2,-99,-99,2
160513,3,3,3,2,2,2
160514,2,-99,1,1,1,1
160515,1,1,1,1,1,1
160517,3,-99,2,2,2,2
160520,-99,-99,-99,-99,-99,1
160521,2,2,2,-99,2,2
160522,3,3,3,3,3,1
160524,2,1,1,2,1,1
160525,2,2,1,1,2,2
160526,-99,2,2,-99,1,2
160527,3,2,1,4,4,2
160531,1,1,1,-99,1,2
160533,-99,1,1,1,1,2
160540,3,3,2,2,2,1
160541,-99,3,3,-99,-99,2
160547,4,3,4,4,3,1
160550,3,3,3,3,3,1
160551,2,2,2,2,2,2
160554,3,2,2,2,2,1
160555,-99,1,1,-99,-99,2
160556,-99,-99,-99,-99,1,2
160557,-99,2,-99,2,2,2
160560,2,3,3,3,3,2
160561,2,3,2,2,2,2
160564,2,3,2,3,3,2
160565,3,2,3,3,3,2
160566,1,-99,1,1,-99,1
160568,4,3,3,3,4,1
160569,-99,2,2,2,2,2
160570,1,1,2,1,2,1
160571,4,3,3,3,2,2
160572,2,2,2,2,2,2
160575,3,3,3,3,3,1
160577,3,1,2,3,2,2
160579,1,1,1,-99,1,1
160580,-99,-99,2,1,1,1
160582,3,2,2,2,2,1
160585,1,1,1,2,2,2
160586,1,1,1,-99,-99,1
160588,-99,-99,-99,-99,-99,1
160592,3,3,1,3,3,1
160594,3,3,2,3,3,2
160595,-99,2,-99,1,1,1
160596,2,-99,2,2,2,2
160597,1,1,2,1,1,2
160598,2,2,1,1,2,1
160599,2,2,2,1,2,2
160601,2,2,1,2,2,2
160603,2,2,2,2,2,1
160604,-99,1,1,1,1,2
160606,2,2,3,3,3,1
160607,1,1,2,2,1,2
160609,2,2,2,2,1,2
160612,-99,-99,-99,-99,-99,2
160616,1,1,2,1,1,1
160617,1,2,1,1,2,2
160620,2,-99,-99,-99,-99,2
160621,3,3,3,2,2,1
160622,3,3,2,2,2,2
160623,1,1,1,-99,-99,2
160626,1,1,1,-99,-99,2
160630,3,-99,2,2,2,1
160633,-99,-99,-99,-99,-99,1
160636,3,3,3,1,3,1
160638,-99,2,2,2,2,1
160642,-99,3,3,3,3,2
160643,2,1,-99,2,2,2
160644,2,1,1,1,1,1
160647,-99,1,-99,1,-99,2
160648,3,3,3,2,1,1
160649,3,3,3,3,3,1
160650,3,2,3,3,2,1
160651,2,2,2,2,2,2
160653,1,-99,-99,1,1,1
160654,-99,2,2,2,2,2
160656,1,1,3,1,1,1
160660,2,2,-99,-99,-99,2
160661,2,1,-99,1,1,2
160662,3,3,3,4,3,2
160665,2,2,2,2,1,2
160668,3,3,3,3,2,2
160678,2,2,2,2,2,2
160679,1,3,3,2,2,1
160680,2,2,2,2,2,2
160681,3,3,3,3,4,1
160684,-99,-99,2,2,1,1
160685,3,3,3,4,2,2
160689,3,3,3,3,3,1
160690,2,1,1,1,1,1
160693,3,2,2,1,3,1
160695,-99,4,2,3,-99,1
160696,1,-99,1,1,1,2
160699,2,2,-99,2,-99,1
160703,2,3,2,2,2,2
160704,3,3,3,3,3,2
160706,2,2,2,2,1,2
160707,3,3,3,3,2,1
160708,-99,1,2,1,2,1
160710,2,2,2,2,2,1
160715,2,2,-99,3,2,2
160720,2,2,1,2,1,2
160721,-99,-99,-99,-99,-99,1
160722,-99,1,1,1,1,2
160724,3,2,3,3,2,1
160726,-99,3,3,3,3,1
160728,1,-99,-99,-99,-99,2
160730,1,2,1,1,2,1
160731,2,2,2,2,1,2
160732,2,1,1,1,1,1
160733,2,1,1,1,2,1
160738,2,2,2,2,2,2
160739,4,4,3,3,3,1
160741,-99,-99,-99,-99,-99,1
160742,2,2,2,2,2,2
160746,1,-99,1,1,2,2
160748,3,3,2,3,2,1
160749,-99,-99,-99,-99,-99,1
160751,2,1,1,-99,-99,2
160756,3,3,2,-99,-99,1
160757,2,2,1,2,2,2
160758,1,1,1,1,1,1
160759,2,2,2,2,2,2
160760,1,1,1,1,1,2
160761,2,2,2,2,3,2
160762,2,2,2,2,2,1
160763,2,2,1,1,1,1
160764,2,1,1,-99,2,2
160765,-99,2,1,1,1,1
160766,1,1,2,1,1,2
160769,3,3,3,3,2,1
160773,3,3,-99,-99,2,1
160777,1,2,1,1,1,2
160778,-99,3,3,2,3,2
160780,2,2,2,3,2,2
160782,2,2,2,-99,2,1
160788,1,1,1,1,1,2
160792,3,3,3,2,-99,1
160793,2,4,-99,3,-99,2
160795,3,2,3,3,3,2
160796,2,2,2,1,2,2
160797,3,3,3,3,4,1
160798,3,3,3,3,2,1
160799,2,2,3,3,2,2
160804,2,2,2,2,3,2
160805,3,2,-99,2,4,2
160807,2,2,2,2,2,1
160814,2,2,2,2,2,1
160815,2,-99,-99,-99,-99,2
160817,3,3,3,2,2,1
160818,3,2,3,3,3,2
160819,2,3,-99,3,2,2
160820,3,3,3,3,3,1
160821,3,1,3,2,1,2
160823,3,3,4,3,3,2
160824,-99,-99,-99,-99,-99,2
160828,2,2,1,2,2,1
160831,-99,1,-99,1,1,2
160832,-99,-99,-99,-99,-99,2
160834,4,-99,-99,-99,-99,2
160835,3,2,2,2,2,2
160837,3,3,-99,-99,-99,1
160841,2,2,3,3,3,1
160842,-99,-99,2,1,2,2
160843,3,3,3,2,3,1
160845,1,1,1,1,1,2
160848,4,3,4,4,4,1
160849,2,2,2,2,2,1
160851,2,2,2,2,2,2
160853,4,3,3,3,3,2
160854,2,2,2,1,1,1
160855,-99,-99,-99,-99,-99,1
160859,3,2,3,-99,3,1
160863,2,3,1,1,1,1
160864,1,-99,2,1,1,1
160865,-99,1,1,-99,1,2
160866,-99,-99,-99,-99,-99,1
160868,1,1,1,1,2,1
160869,2,1,2,2,1,2
160872,-99,-99,-99,-99,-99,1
160874,2,1,1,1,1,2
160875,1,-99,1,-99,1,1
160876,2,-99,3,3,2,1
160877,-99,-99,-99,-99,-99,1
160879,3,3,3,4,3,1
160880,1,2,2,1,1,1
160884,-99,-99,-99,-99,-99,2
160885,-99,-99,-99,-99,-99,2
160887,2,2,2,2,2,1
160888,1,1,1,1,2,1
160889,1,1,2,2,2,1
160890,-99,1,-99,-99,-99,2
160891,1,1,2,1,1,1
160894,2,3,2,2,2,2
160896,-99,-99,1,-99,-99,1
160897,1,1,1,1,1,2
160899,-99,1,1,-99,-99,1
160904,-99,3,2,-99,-99,2
160905,2,1,1,2,1,1
160906,2,2,2,2,3,1
160914,3,3,2,3,2,2
160927,1,-99,2,2,2,2
160928,3,3,2,2,2,2
160930,3,3,-99,3,2,2
160931,2,2,2,-99,2,2
160935,2,1,-99,1,1,1
160936,2,4,4,4,4,1
160937,3,3,3,3,-99,1
160939,3,3,3,3,3,1
160940,2,2,1,2,2,1
160943,2,2,2,2,-99,2
160946,4,3,3,3,3,1
160948,-99,-99,-99,-99,-99,1
160955,4,4,3,4,-99,2
160957,-99,-99,1,-99,2,2
160960,2,2,2,-99,2,1
160961,3,4,3,2,-99,1
160963,-99,-99,-99,-99,-99,1
160964,-99,-99,-99,-99,-99,2
160965,3,2,2,2,2,2
160966,2,1,2,2,2,2
160967,2,3,3,2,2,2
160968,3,3,-99,3,2,2
160971,3,3,3,3,3,1
160973,3,3,2,2,2,1
160974,2,1,1,1,1,2
160975,3,3,4,3,4,1
160979,-99,-99,-99,-99,2,1
160982,3,2,2,2,3,2
160983,3,3,3,3,3,1
160986,2,2,2,2,1,2
160987,2,-99,-99,-99,-99,2
160988,3,3,3,3,3,1
160990,2,2,2,2,-99,2
160991,2,2,2,1,1,1
160992,3,2,2,2,2,2
160994,-99,-99,-99,-99,-99,2
160996,4,4,3,2,4,1
160998,-99,1,1,-99,-99,2
161002,3,3,3,3,3,1
161003,1,2,1,2,1,2
161004,3,1,3,3,3,2
161005,3,4,3,3,2,1
161006,2,1,1,2,2,1
161009,2,2,3,2,2,2
161010,-99,2,-99,-99,3,2
161013,1,1,-99,-99,-99,2
161014,2,2,2,2,2,2
161016,2,4,3,3,3,2
161017,2,-99,2,2,1,1
161022,2,2,2,2,2,2
161024,3,3,3,3,3,1
161026,2,2,1,2,2,2
161027,-99,2,3,1,1,1
161028,1,2,2,1,1,2
161029,-99,-99,1,1,1,2
161031,1,1,1,2,1,2
161033,3,2,2,3,2,1
161034,2,2,-99,2,2,2
161035,1,1,2,-99,2,2
161036,2,1,2,2,1,1
161038,2,2,2,3,2,1
161039,2,2,1,-99,2,1
161044,3,4,3,3,4,2
161048,2,2,2,1,1,1
161049,1,1,1,2,1,2
161054,-99,3,2,3,2,1
161055,1,1,2,2,2,1
161056,-99,-99,-99,-99,-99,1
161060,1,1,2,1,1,2
161067,1,1,-99,1,1,2
161068,3,3,3,3,3,1
161069,1,2,1,2,1,1
161070,2,2,2,2,1,2
161071,1,1,-99,-99,-99,2
161072,-99,-99,1,1,1,2
161073,-99,-99,-99,-99,-99,2
161075,-99,-99,-99,-99,-99,2
161077,2,2,2,2,2,2
161079,1,2,2,2,3,1
161081,4,2,2,2,2,2
161082,2,2,2,2,2,2
161089,3,3,4,4,3,1
161094,2,3,3,3,3,2
161096,3,3,3,3,3,1
161098,2,2,2,2,2,2
161099,-99,1,2,1,1,2
161100,2,3,2,3,2,2
161101,2,2,2,2,2,1
161102,2,2,3,-99,3,1
161103,-99,3,3,3,3,1
161104,1,2,1,1,-99,1
161105,-99,-99,2,2,-99,1
161106,2,3,2,2,2,1
161108,-99,2,2,2,2,1
161112,2,2,2,2,2,2
161113,2,-99,1,1,1,2
161115,1,1,1,1,1,2
161117,2,1,1,-99,-99,2
161121,2,2,2,3,2,2
161122,3,2,2,2,2,1
161125,4,2,3,3,2,2
161128,3,2,3,2,2,1
161130,2,2,2,2,2,2
161132,3,3,2,2,2,1
161133,3,3,3,2,2,1
161134,3,3,1,3,2,2
161135,2,3,3,2,3,1
161136,-99,2,-99,2,-99,2
161137,1,2,-99,1,2,2
161138,3,2,3,3,-99,2
161140,1,1,-99,-99,1,2
161141,1,1,1,2,2,2
161143,2,2,2,1,2,2
161144,2,2,3,2,2,1
161147,3,3,3,3,-99,2
161148,4,2,4,4,3,2
161149,1,2,2,-99,3,2
161150,-99,-99,-99,-99,-99,1
161151,2,4,3,-99,-99,2
161152,-99,2,2,1,1,2
161156,2,2,2,1,2,2
161157,1,1,1,1,1,2
161159,2,1,1,1,1,2
161161,1,1,-99,-99,-99,2
161172,4,2,1,-99,-99,2
161173,1,1,2,2,2,2
161174,2,2,2,2,2,2
161176,1,-99,1,-99,-99,1
161178,2,2,2,2,2,1
161179,2,2,1,2,1,2
161180,1,-99,-99,-99,-99,1
161181,2,2,2,2,1,2
161184,3,3,3,2,3,2
161185,1,2,2,1,1,1
161187,1,1,2,2,1,2
161189,2,2,1,2,2,1
161190,1,2,1,1,1,2
161191,3,2,3,2,2,1
161193,1,1,1,1,1,2
161196,3,4,4,3,4,1
161199,2,1,1,1,1,2
161202,3,3,2,2,3,2
161205,1,1,2,1,1,2
161207,2,1,2,2,2,2
161212,2,-99,2,2,2,2
161214,2,2,-99,1,2,1
161215,-99,-99,-99,-99,-99,1
161217,2,2,2,2,2,2
161219,3,3,3,3,3,1
161220,3,-99,2,3,3,1
161221,2,2,2,2,2,2
161223,2,1,-99,1,2,2
161224,1,2,1,3,1,2
161226,1,2,2,1,1,2
161227,1,1,-99,-99,1,2
161230,1,1,2,1,1,2
161233,4,4,3,-99,4,1
161235,3,3,4,1,3,1
161236,2,2,2,2,2,2
161237,3,-99,3,2,2,1
161238,1,2,1,1,1,2
161239,2,2,-99,2,2,1
161244,2,2,3,3,3,1
161248,3,3,3,3,3,1
161249,3,3,3,3,3,1
161252,4,4,3,3,3,1
161253,2,1,1,1,1,2
161257,2,2,2,2,2,2
161259,-99,-99,-99,-99,-99,1
161261,-99,2,-99,-99,-99,1
161262,3,3,3,4,4,1
161276,3,2,2,-99,2,1
161277,2,2,2,1,2,2
161279,3,3,3,3,3,1
161280,-99,1,1,1,1,2
161284,3,3,3,3,3,2
161287,-99,3,3,3,-99,2
161291,3,3,3,3,3,1
161292,-99,-99,-99,-99,-99,1
161293,-99,-99,-99,1,-99,1
161294,3,2,-99,-99,2,2
161296,3,2,2,2,3,2
161298,1,1,2,2,2,2
161299,2,3,1,2,-99,1
161301,2,3,2,2,3,2
161302,3,3,-99,3,-99,1
161305,-99,2,2,2,2,1
161306,3,4,3,3,3,2
161308,3,3,3,4,3,1
161309,4,4,3,2,4,2
161310,3,3,-99,4,-99,2
161312,2,2,2,2,2,2
161313,2,2,-99,2,-99,2
161315,2,2,3,2,2,2
161316,1,1,1,1,1,2
161317,3,3,2,3,3,2
161318,1,-99,-99,-99,-99,1
161323,4,4,3,3,4,2
161326,3,3,3,2,3,1
161327,-99,4,4,3,3,1
161329,3,2,2,2,-99,1
161330,2,1,2,2,1,1
161332,2,2,2,2,2,2
161334,-99,-99,-99,-99,-99,2
161335,3,3,3,3,3,1
161336,-99,-99,-99,-99,-99,2
161339,2,2,2,2,2,2
161340,3,3,4,3,3,2
161343,3,1,2,2,2,2
161346,2,2,1,2,1,2
161349,1,-99,1,1,-99,1
161350,-99,-99,-99,1,-99,2
161351,3,3,3,3,2,1
161352,3,3,3,-99,2,2
161355,2,2,2,-99,2,2
161356,1,1,1,2,1,1
161359,-99,1,1,-99,1,2
161360,2,2,2,3,2,2
161362,2,2,2,2,2,2
161370,3,3,1,3,2,2
161371,1,2,-99,1,-99,1
161375,2,4,3,3,4,2
161376,-99,-99,1,-99,2,1
161377,1,2,2,2,2,1
161379,-99,-99,-99,-99,-99,2
161382,3,3,3,-99,3,2
161384,1,1,1,1,1,2
161386,2,1,2,2,1,2
161387,-99,-99,-99,1,-99,2
161390,2,2,2,3,2,1
161391,2,-99,2,2,-99,2
161392,3,3,3,2,2,2
161394,1,1,1,1,1,2
161396,-99,2,1,1,-99,2
161400,2,2,1,2,1,2
161402,2,2,1,2,1,1
161403,-99,-99,-99,1,-99,2
161406,2,1,1,2,2,2
161408,-99,-99,1,1,1,2
161409,2,2,2,2,-99,2
161412,-99,3,-99,-99,-99,2
161413,1,2,2,2,2,1
161414,2,2,2,2,2,1
161416,3,3,3,-99,-99,1
161422,2,1,2,1,1,1
161427,-99,-99,1,1,-99,2
161432,3,3,-99,2,2,2
161433,3,4,1,3,4,1
161435,1,2,1,1,-99,1
161438,-99,-99,-99,-99,-99,1
161439,3,3,2,2,3,1
161440,3,3,3,2,2,2
161442,1,2,2,2,2,1
161444,2,3,2,2,2,1
161446,2,-99,2,2,2,2
161448,2,1,2,2,2,2
161451,1,2,2,2,-99,2
161455,1,2,2,1,1,1
161457,2,2,2,3,2,1
161460,3,3,1,3,2,1
161461,-99,-99,-99,-99,-99,2
161462,2,2,2,2,2,2
161463,2,2,3,2,3,1
161464,3,2,2,3,2,1
161466,2,1,1,2,2,2
161468,3,3,3,-99,-99,1
161469,1,2,2,2,2,1
161470,-99,-99,-99,-99,-99,2
161471,2,2,2,2,2,2
161473,2,1,1,1,-99,2
161475,1,1,1,-99,1,1
161478,-99,-99,-99,-99,4,2
161479,3,2,3,3,3,1
161481,2,2,1,2,2,2
161482,-99,1,2,1,1,2
161485,-99,-99,-99,-99,-99,1
161486,3,3,3,2,2,1
161487,-99,4,3,3,-99,1
161488,2,1,1,2,1,2
161489,2,2,2,2,2,2
161490,1,1,1,-99,-99,1
161493,-99,3,2,2,2,2
161494,3,3,4,3,3,1
161497,2,1,1,1,1,1
161498,2,3,2,-99,3,1
161499,-99,-99,-99,-99,-99,2
161500,3,3,3,3,3,1
161506,2,2,3,2,2,2
161507,3,3,3,-99,3,1
161508,4,4,3,-99,3,2
161510,-99,2,1,1,1,2
161513,-99,2,-99,2,-99,1
161517,2,1,1,1,2,2
161518,3,4,3,2,3,2
161519,-99,-99,-99,-99,-99,2
161520,1,1,1,1,-99,2
161522,2,4,4,3,4,1
161524,3,3,2,-99,2,2
161527,2,-99,2,-99,1,2
161528,2,-99,2,1,2,1
161532,2,1,1,1,-99,1
161534,2,2,2,2,2,1
161535,-99,2,-99,2,2,1
161537,1,2,1,1,2,1
161538,1,4,4,4,4,1
161539,2,2,2,2,2,1
161541,3,3,3,3,-99,2
161545,3,3,3,-99,3,1
161546,1,1,1,1,-99,2
161549,2,2,2,2,3,2
161550,-99,-99,1,-99,-99,2
161551,-99,-99,-99,-99,-99,2
161553,3,3,2,3,3,2
161554,1,-99,-99,-99,-99,2
161557,2,3,3,3,3,1
161558,1,1,1,1,1,2
161559,2,1,1,-99,1,2
161560,4,4,4,3,3,1
161561,1,1,1,-99,2,1
161564,-99,1,1,1,1,2
161568,-99,1,1,2,1,2
161570,1,1,1,2,1,2
161572,-99,-99,2,-99,2,2
161573,1,1,1,-99,-99,2
161579,1,2,1,2,2,2
161582,3,3,3,3,3,1
161584,1,1,2,1,1,1
161588,2,1,2,1,2,2
161589,2,2,2,2,2,1
161590,3,2,1,1,-99,1
161592,2,-99,2,2,2,2
161593,4,3,3,3,3,1
161599,3,3,1,-99,3,1
161601,-99,2,2,2,2,1
161602,3,3,3,3,2,1
161603,-99,-99,-99,-99,-99,1
161605,1,2,1,2,1,2
161606,1,2,2,2,1,1
161607,2,2,3,1,2,2
161608,1,-99,1,1,1,2
161609,2,2,2,1,2,2
161611,-99,2,2,2,2,2
161614,2,1,1,1,1,2
161615,2,1,2,2,3,1
161618,-99,-99,-99,1,-99,2
161619,3,3,3,3,3,1
161621,4,4,4,4,4,2
161622,2,2,2,2,-99,2
161623,3,-99,-99,-99,-99,2
161624,4,4,4,4,2,2
161630,-99,-99,-99,-99,-99,2
161631,1,-99,1,2,1,2
161632,4,2,3,3,2,1
161633,1,2,-99,2,1,2
161634,2,2,2,2,2,2
161638,3,2,3,-99,-99,1
161642,2,3,2,3,2,2
161646,-99,-99,-99,-99,1,1
161651,2,2,2,2,3,1
161656,1,1,1,1,1,2
161660,-99,3,2,2,-99,2
161661,2,2,2,2,2,1
161662,2,3,2,2,2,2
161663,3,3,2,3,4,2
161666,-99,-99,-99,1,-99,2
161667,2,1,1,2,3,1
161668,3,3,2,3,3,1
161669,1,1,1,1,1,2
161672,3,-99,-99,-99,3,1
161674,2,1,2,2,2,2
161676,2,2,2,2,3,2
161679,2,3,2,-99,-99,1
161680,1,1,1,1,-99,2
161682,3,3,3,3,-99,1
161684,3,3,2,2,3,1
161685,1,1,-99,1,1,2
161686,1,1,-99,-99,-99,1
161689,1,-99,-99,1,-99,2
161690,2,1,2,1,1,2
161692,-99,-99,-99,-99,-99,2
161693,-99,3,2,3,2,1
161701,-99,2,1,2,1,1
161706,2,2,1,2,-99,1
161707,2,2,2,2,2,2
161708,2,2,2,2,2,2
161710,-99,3,3,3,2,1
161711,1,1,1,-99,1,2
161712,1,1,1,1,1,1
161713,2,1,1,1,1,1
161714,4,3,-99,-99,3,1
161717,3,3,4,3,3,1
161719,-99,-99,-99,-99,-99,2
161721,-99,-99,1,2,-99,1
161722,3,4,4,4,3,1
161724,1,1,2,1,1,1
161725,-99,-99,-99,-99,-99,2
161726,1,-99,-99,-99,-99,1
161728,2,2,2,2,2,2
161729,3,3,3,3,3,1
161730,1,-99,-99,-99,-99,2
161731,1,2,1,1,1,2
161732,2,3,1,1,1,1
161736,3,2,-99,-99,3,1
161737,3,3,4,3,3,1
161741,2,2,2,2,2,2
161743,1,1,2,1,1,2
161745,2,2,2,2,1,1
161746,1,2,2,2,2,2
161748,1,1,1,1,-99,2
161750,3,3,3,-99,-99,1
161755,2,2,2,1,2,2
161756,3,2,3,3,-99,1
161757,2,2,1,2,-99,2
161758,4,3,3,4,4,1
161759,3,2,3,3,3,1
161762,-99,-99,-99,-99,-99,2
161769,2,2,2,3,3,2
161770,2,1,1,2,1,2
161771,2,2,3,2,2,2
161772,3,3,3,3,3,1
161774,-99,-99,-99,-99,-99,1
161775,2,2,2,2,3,2
161777,4,3,4,3,3,2
161781,-99,-99,-99,-99,-99,2
161783,-99,-99,-99,-99,-99,2
161785,2,2,3,-99,1,1
161789,3,3,3,3,1,1
161794,2,1,2,2,2,1
161795,2,2,2,2,2,1
161796,1,1,-99,-99,-99,2
161797,-99,-99,2,2,2,2
161799,1,3,2,2,2,2
161802,2,2,2,2,2,2
161804,-99,-99,-99,-99,-99,2
161806,2,3,2,3,3,1
161807,-99,3,3,2,2,2
161809,2,2,-99,2,3,2
161812,1,3,3,-99,-99,1
161813,2,2,2,2,2,2
161815,3,2,2,2,2,1
161817,2,1,-99,1,1,2
161818,-99,2,3,3,3,1
161819,3,2,3,-99,-99,2
161820,1,1,1,1,-99,2
161821,1,1,1,1,1,2
161823,2,2,2,2,2,1
161824,2,2,2,2,3,1
161825,2,2,1,1,1,2
161827,-99,4,4,4,3,1
161829,2,2,1,1,2,2
161830,2,3,3,3,3,2
161831,-99,1,-99,-99,-99,2
161833,1,-99,-99,-99,1,1
161834,4,3,3,4,3,2
161835,-99,2,1,2,2,1
161836,2,2,2,2,2,1
161837,2,3,4,4,-99,1
161846,2,2,-99,1,-99,1
161848,1,1,2,1,-99,2
161850,1,1,1,1,1,2
161851,-99,-99,-99,-99,-99,2
161852,2,2,2,2,2,2
161853,3,2,3,2,3,2
161857,3,3,2,3,3,1
161859,2,2,2,2,1,1
161860,3,3,2,2,2,1
161862,-99,-99,2,2,2,2
161863,2,1,1,2,1,2
161865,2,2,2,2,2,1
161868,1,1,1,1,1,2
161870,2,1,1,1,1,1
161875,3,3,3,2,4,1
161877,-99,1,-99,1,-99,2
161879,-99,3,-99,3,3,2
161880,3,3,3,3,3,2
161881,3,1,1,1,1,2
161885,1,-99,-99,-99,-99,2
161891,-99,-99,-99,-99,-99,2
161893,3,3,4,3,3,2
161894,4,2,3,3,4,2
161895,2,2,-99,2,2,1
161901,3,3,3,3,2,2
161902,-99,-99,1,-99,-99,2
161903,1,1,2,-99,-99,2
161905,2,2,2,3,3,2
161906,2,2,3,2,3,2
161909,1,-99,1,1,-99,2
161910,2,3,4,3,3,1
161911,2,3,3,3,2,1
161912,-99,3,-99,3,3,2
161915,-99,-99,-99,-99,-99,2
161916,2,2,2,2,2,2
161917,2,2,2,2,2,1
161918,3,3,3,3,3,2
161919,1,3,3,3,3,1
161920,2,-99,2,2,2,1
161923,2,2,3,3,3,2
161924,-99,2,2,2,2,2
161925,-99,1,2,-99,-99,1
161926,-99,-99,-99,2,1,1
161927,-99,3,2,2,2,1
161928,3,2,2,3,3,2
161930,2,2,2,2,2,2
161931,2,2,3,2,2,2
161932,2,2,2,2,-99,1
161933,1,2,2,2,2,2
161935,-99,1,-99,2,2,2
161937,2,2,2,1,2,2
161938,3,3,3,3,3,2
161939,-99,-99,-99,-99,-99,1
161940,-99,-99,-99,2,-99,2
161943,-99,1,-99,-99,-99,2
161944,1,2,2,3,3,2
161949,3,3,2,3,3,2
161950,2,1,1,2,-99,2
161951,2,2,1,-99,2,2
161954,2,2,3,3,2,2
161957,2,2,2,2,2,1
161958,2,1,1,1,1,1
161960,1,1,1,-99,1,1
161961,2,2,2,2,2,2
161965,3,3,2,3,2,1
161966,-99,2,2,2,2,2
161968,-99,2,3,3,1,2
161971,1,-99,-99,2,1,2
161972,3,2,3,1,1,2
161977,1,1,-99,1,2,2
161979,-99,1,-99,1,1,2
161983,1,-99,-99,-99,1,1
161984,3,2,2,2,2,2
161987,3,3,2,3,3,2
161989,1,2,2,2,-99,2
161991,-99,-99,-99,-99,-99,2
161992,2,2,3,2,2,2
161993,2,2,2,3,2,2
161996,2,2,1,2,2,2
161997,2,2,2,2,3,1
161999,3,2,2,3,2,2
162000,4,4,3,4,4,1
162004,1,2,2,2,1,2
162006,-99,3,3,-99,-99,2
162007,2,1,1,1,2,2
162008,3,2,3,-99,-99,1
162010,-99,1,1,1,1,1
162013,4,2,3,3,3,2
162016,-99,-99,-99,-99,-99,1
162017,1,1,-99,-99,-99,1
162018,3,3,3,3,-99,1
162021,1,1,1,1,1,2
162022,4,4,4,4,4,2
162023,2,2,2,2,2,2
162025,1,1,1,-99,1,1
162029,3,3,2,2,3,2
162030,2,2,2,2,2,2
162031,-99,1,1,1,-99,2
162032,2,1,1,2,1,1
162033,2,2,2,2,2,2
162034,-99,-99,2,3,-99,1
162037,1,-99,1,-99,-99,2
162038,4,3,1,3,2,2
162039,4,4,1,4,3,1
162040,3,2,3,2,2,2
162042,3,3,2,2,2,1
162043,2,2,2,2,2,2
162045,2,3,2,2,-99,1
162046,2,1,1,1,1,2
162048,3,2,4,2,-99,2
162050,1,1,1,1,1,2
162051,2,2,2,1,1,2
162056,2,1,2,2,2,1
162057,3,4,-99,-99,-99,1
162058,-99,-99,-99,-99,-99,2
162061,2,2,3,4,3,2
162062,3,3,3,3,4,2
162064,3,3,4,4,3,1
162066,-99,1,-99,1,1,2
162067,1,2,-99,3,2,2
162068,2,3,3,3,3,1
162074,-99,-99,-99,-99,-99,2
162076,-99,-99,-99,-99,-99,1
162077,3,3,3,2,2,2
162078,1,2,2,2,1,2
162083,1,1,-99,-99,-99,2
162084,2,1,-99,-99,-99,2
162086,-99,-99,-99,-99,-99,1
162089,2,2,-99,-99,2,2
162090,3,3,3,3,3,1
162092,1,2,1,-99,2,2
162094,-99,1,-99,-99,-99,2
162095,-99,2,1,-99,-99,2
162096,1,1,1,1,1,2
162099,2,3,2,2,3,2
162100,-99,2,3,2,2,2
162102,2,3,3,3,3,2
162103,3,-99,3,3,3,1
162104,3,2,3,3,3,1
162105,3,3,3,2,3,1
162110,-99,-99,-99,1,1,1
162111,3,3,3,3,3,2
162112,3,2,-99,-99,-99,1
162113,2,2,1,1,1,2
162117,2,2,2,2,2,1
162118,2,-99,3,3,3,2
162119,3,3,3,3,3,2
162120,2,1,1,1,1,1
162121,3,3,3,3,3,1
162124,3,2,2,2,2,2
162128,1,1,1,1,1,1
162129,-99,-99,-99,-99,1,2
162130,2,2,-99,-99,-99,1
162131,-99,2,2,3,2,1
162132,3,3,3,2,3,2
162133,-99,-99,-99,-99,-99,2
162134,-99,1,-99,2,1,2
162140,-99,-99,-99,-99,-99,2
